census_tract,2014_traffic,2019_traffic,2021_traffic,2014_asthma,2019_asthma,2021_asthma,delta_traffic,delta_asthma
6001410500,59.960084819758,14.7637548564983,23.275,99.92515903704628,99.264430868969,98.9780658025922,-36.685084819758,-0.947093234454087
6001420100,14.2821504303355,6.5296403058027295,6.175,52.0893102157914,22.4784939533724,17.4476570289133,-8.107150430335501,-34.6416531868781
6001420200,23.737058750155896,20.5790199273092,25.2125,53.5861294748659,21.4935793541952,17.9336989032901,1.4754412498441027,-35.6524305715758
6001420300,94.23724585256328,90.50006266449427,88.425,74.84096295372329,22.042139384116705,18.444666001994,-5.812245852563279,-56.39629695172929
6001420400,98.09155544468008,94.1220704348916,90.0125,78.9572159161781,26.2810123426007,19.4541375872383,-8.07905544468008,-59.5030783289398
6001420500,37.8820007484096,20.8672766010778,35.35,54.4093800673569,31.09337987782069,23.6914257228315,-2.532000748409601,-30.7179543445254
6001420600,28.090308095297505,12.8211555332748,11.1875,50.6174379443682,25.9443959606034,18.6939182452642,-16.902808095297505,-31.923519699104
6001421100,8.78133965323687,9.550068930943729,1.7375,7.53399027067482,5.92195486847026,6.23130608175474,-7.04383965323687,-1.3026841889200798
6001421200,24.52288886117,10.9161549066299,3.025,8.25745291256081,17.5539209574866,7.68943170488534,-21.49788886117,-0.5680212076754696
6001421300,20.9055756517401,12.6832936458203,7.4375,18.4607708619184,16.1575863358683,11.0667996011964,-13.4680756517401,-7.393971260722001
6001421400,25.608082823999,11.5302669507457,1.6625,7.995509542222781,8.81436229896522,3.40229312063809,-23.945582823998997,-4.593216421584691
6001421500,5.226393912935009,6.10352174457952,1.975,7.558937258326061,4.47575115322279,5.259222333001,-3.251393912935009,-2.299714925325061
6001421600,8.73144567793439,0.7519739315703718,2.625,7.484096295372329,2.5807255953123,3.53938185443669,-6.10644567793439,-3.9447144409356394
6001421700,44.904577772234,18.3857626268956,3.8125,7.39678183859299,14.2126916843286,13.0857427716849,-41.092077772234,5.68896093309191
6001421800,31.84482973680929,18.4860258177717,7.7,92.6905326181864,79.52873706520381,65.6530408773679,-24.144829736809292,-27.037491740818496
6001421900,35.1503056005987,18.8996114801354,25.2625,87.3518772608208,62.5483106844533,61.0169491525424,-9.8878056005987,-26.334928108278397
6001422000,95.9336410128477,94.5356560972553,94.175,84.6950230759636,85.8745792295225,72.7691924227318,-1.7586410128477041,-11.925830653231799
